protein1	protein2	neighborhood	coexpression	experimental	combined
MRPL32	MRPL27	0.23	0.728	0.952	0.9890689054139424
MRPL32	MRPL55	0.0	0.281	0.844	0.8780403205024351
MRPL32	MRPL33	0.295	0.455	0.944	0.9766042790924244
MRPL32	MRPL40	0.0	0.851	0.989	0.9982178603233077
MRPL32	RPS29	0.189	0.469	0.713	0.8656121339899379
MRPL32	MRPL24	0.078	0.491	0.919	0.9586670399845164
MRPL32	RPL27A	0.141	0.463	0.709	0.8540435727170617
MRPL32	NDUFS6	0.0	0.821	0.0	0.8053672958340989
MRPL32	SRP54	0.295	0.109	0.73	0.8155862195696117
MRPL32	RPL23A	0.111	0.469	0.734	0.8634660344184559
MRPL32	MRPS18C	0.0	0.551	0.926	0.9638722557060546
MRPL32	MRPL4	0.071	0.835	0.98	0.9966665615577576
MRPL32	MRPL17	0.262	0.89	0.944	0.9950568947276284
MRPL32	RPL35	0.168	0.362	0.734	0.8464717048628818
MRPL32	MRPL35	0.0	0.527	0.829	0.9120532010555834
MRPL32	RPL8	0.114	0.359	0.708	0.8196827030242008
MRPL32	RPS15A	0.111	0.356	0.715	0.8225829825776546
MRPL32	RPL23	0.159	0.25	0.734	0.8175677218513812
MRPL32	MRPL10	0.0	0.113	0.805	0.8119293537650555
MRPL32	RPS13	0.113	0.511	0.713	0.8646441092074317
MRPL32	MRPS30	0.0	0.143	0.919	0.9245205674576293
MRPL32	RPS9	0.0	0.438	0.715	0.8258417864455175
MRPL32	PTCD3	0.0	0.069	0.829	0.8268954126485162
MRPL32	MRPL1	0.0	0.321	0.791	0.8456954096039823
MRPL32	MRTO4	0.149	0.336	0.715	0.8248922833025799
MRPL32	MRPS12	0.0	0.444	0.94	0.9637265530113159
MRPL32	MRPS24	0.0	0.286	0.829	0.8672430984221703
MRPL32	MRPS31	0.0	0.192	0.829	0.8497652990547809
MRPL32	MRPL3	0.06	0.425	0.943	0.966500884545837
MRPL32	RPS23	0.0	0.364	0.713	0.8015268337608366
MRPL32	GADD45GIP1	0.0	0.185	0.829	0.8484637608040179
MRPL32	AC138811.2	0.111	0.311	0.715	0.8101858307391367
MRPL32	MRPL51	0.0	0.197	0.8	0.8253742330221022
MRPL32	MRPL54	0.0	0.67	0.8	0.9282359861734667
MRPL32	MRPS26	0.0	0.138	0.912	0.9175192267753711
MRPL32	MRPL16	0.074	0.554	0.943	0.9744033289803747
MRPL32	MRPL42	0.0	0.293	0.962	0.9707876970384295
MRPL32	RPS14	0.181	0.371	0.713	0.8392395439288188
MRPL32	RPL5	0.188	0.252	0.734	0.8243282007565668
MRPL32	MRPL34	0.0	0.204	0.92	0.9307585999928236
MRPL32	MRPS18A	0.0	0.554	0.926	0.964113643752562
MRPL32	MRPS35	0.0	0.381	0.943	0.9616356106084609
MRPL32	MRPL36	0.211	0.649	0.944	0.9831369964150614
MRPL32	MRPS33	0.0	0.741	0.829	0.9518430847217676
MRPL32	AC092647.5	0.0	0.172	0.845	0.8604516131136773
MRPL32	DDX28	0.0	0.076	0.804	0.8030795460599925
MRPL32	RPS20	0.074	0.544	0.713	0.8682287967240814
MRPL32	RPLP0	0.149	0.363	0.715	0.8320126272044328
MRPL32	MRPL2	0.114	0.383	0.991	0.9946503646373036
MRPL32	RPL9	0.172	0.508	0.734	0.8821743452349238
MRPL32	MRPS17	0.0	0.348	0.845	0.8901140721619778
MRPL32	MRPL20	0.176	0.587	0.944	0.9792781714529276
MRPL32	MRPL46	0.0	0.695	0.943	0.9810967063579654
MRPL32	MRPL21	0.232	0.679	0.989	0.9970513601998954
MRPL32	RPL13A	0.06	0.519	0.713	0.8589030544286551
MRPL32	MRPL28	0.0	0.156	0.967	0.9697155861652029
MRPL32	MRPS16	0.295	0.835	0.944	0.9929168918353212
MRPL32	MRPL39	0.072	0.176	0.843	0.869461798166973
MRPL32	MRPL53	0.0	0.225	0.829	0.8559011222369495
MRPL32	MRPL44	0.185	0.336	0.989	0.9935273643796055
MRPL32	NDUFAB1	0.295	0.273	0.8	0.8885407005255084
MRPL32	MRPS15	0.113	0.685	0.943	0.9826830335735979
MRPL32	MRPS2	0.158	0.364	0.943	0.9668100308693993
MRPL32	MRPS7	0.0	0.482	0.94	0.9662056734889597
MRPL32	MRPL14	0.0	0.341	0.829	0.8774694703924514
MRPL32	MRPL49	0.0	0.421	0.943	0.9641147310861048
MRPL32	MRPS5	0.136	0.651	0.945	0.9819671386056686
MRPL32	RPS2	0.136	0.368	0.713	0.829597680065153
MRPL32	MRPL57	0.0	0.248	0.961	0.9681106818559914
MRPL32	MRPL30	0.0	0.206	0.825	0.8489150042242908
MRPL32	MRPL13	0.06	0.863	0.943	0.9920184716222256
MRPL32	RPS15	0.171	0.194	0.734	0.8067435512965909
MRPL32	MRPL37	0.0	0.131	0.966	0.9678736431436552
MRPL32	RPS5	0.0	0.435	0.713	0.8236834293630073
MRPL32	RPS11	0.163	0.327	0.734	0.8370760448459846
MRPL32	MRPL41	0.0	0.652	0.978	0.9916753743961221
MYL7	TNNT2	0.0	0.82	0.16	0.835595168324669
YKT6	PCMT1	0.0	0.0	0.871	0.859733972975412
YKT6	GOSR1	0.0	0.162	0.843	0.8569438751045199
YKT6	UFC1	0.0	0.0	0.873	0.8619086400610645
YKT6	PTAR1	0.0	0.0	0.82	0.8042799622912725
YKT6	BET1L	0.0	0.134	0.81	0.8210901388633667
YKT6	STX5	0.0	0.134	0.843	0.8521639568502556
YKT6	RFK	0.0	0.0	0.852	0.839074635661713
CHMP5	CHMP4B	0.0	0.275	0.832	0.8675627744837612
CHMP5	VTA1	0.0	0.098	0.823	0.8264028505536158
CHMP5	BROX	0.0	0.083	0.855	0.855422695478106
CHMP5	CHMP2A	0.0	0.249	0.817	0.8505644892087582
CHMP5	CHMP4A	0.0	0.225	0.811	0.8407328193145233
SEC61B	DDOST	0.0	0.832	0.439	0.8975209882557104
SEC61B	RPS18	0.0	0.293	0.96	0.9692502074088732
SEC61B	RPS4X	0.0	0.155	0.96	0.9632481262524722
SEC61B	RPL13	0.0	0.099	0.809	0.8128796832814857
SEC61B	RPS17	0.0	0.285	0.96	0.9689022606751688
SEC61B	SEC61A1	0.0	0.737	0.974	0.992564813234154
SEC61B	RPS28	0.0	0.284	0.96	0.9688587673334558
SEC61B	RPS3	0.0	0.224	0.809	0.8388397716164626
SEC61B	ETF1	0.0	0.141	0.96	0.9626392194684896
SEC61B	RPL18A	0.0	0.194	0.809	0.8326093504160681
SEC61B	RPL34	0.0	0.15	0.96	0.963030659543907
SEC61B	RPL39	0.0	0.257	0.96	0.9676844471072035
SEC61B	RACK1	0.0	0.128	0.96	0.96207380602622
SEC61B	RPL36A-HNRNPH2	0.0	0.425	0.791	0.8693296914908538
SEC61B	RPS3A	0.0	0.253	0.96	0.9675104737403513
SEC61B	RPL11	0.0	0.241	0.96	0.9669885536397946
SEC61B	SEC61G	0.0	0.887	0.96	0.9950852523864253
SEC61B	DAD1	0.0	0.689	0.439	0.8102918294495591
SEC61B	RPL27	0.0	0.497	0.96	0.9781228491183356
SEC61B	TMED10	0.0	0.84	0.0	0.8260266331477979
SEC61B	RPL7A	0.0	0.216	0.96	0.9659012200969683
SEC61B	SSR2	0.0	0.881	0.313	0.9111072208733245
SEC61B	MANF	0.0	0.827	0.0	0.8118912970910566
SEC61B	ABCE1	0.0	0.131	0.96	0.962204286051359
SEC61B	RPL21	0.0	0.211	0.96	0.9656837533884032
SEC61B	OST4	0.0	0.127	0.818	0.8272379227145064
SEC61B	RPL31	0.0	0.213	0.809	0.8365552838429846
SEC61B	RPL36AL	0.0	0.501	0.791	0.8866008974851063
SEC61B	RPL24	0.0	0.235	0.96	0.9667275935895163
SEC61B	RPSA	0.0	0.127	0.958	0.9601318283187322
SEC61B	SEC62	0.0	0.176	0.799	0.8199114693029431
SEC61B	RPS29	0.0	0.354	0.805	0.8630285936101757
SEC61B	RPL26L1	0.0	0.287	0.809	0.851923656137291
SEC61B	RPL27A	0.0	0.277	0.809	0.849846849070493
SEC61B	RPL23A	0.0	0.303	0.96	0.9696851408260038
SEC61B	RPL30	0.0	0.243	0.96	0.9670755403232206
SEC61B	RPS24	0.0	0.232	0.96	0.9665971135643772
SEC61B	RPS27A	0.0	0.23	0.96	0.9665101268809511
SEC61B	RPL35	0.0	0.308	0.784	0.837474080686673
SEC61B	RPL8	0.0	0.181	0.96	0.9643789531370116
SEC61B	RPS15A	0.0	0.274	0.96	0.9684238339163252
SEC61B	RPL23	0.0	0.205	0.96	0.9654227933381249
SEC61B	RPS6	0.0	0.183	0.96	0.9644659398204377
SEC61B	RPS27L	0.0	0.24	0.801	0.835551674982956
SEC61B	STT3A	0.0	0.063	0.809	0.8054031778410122
SEC61B	RPS13	0.0	0.271	0.96	0.9682933538911862
SEC61B	RPL10L	0.0	0.125	0.8	0.8097166300054041
SEC61B	RPL36	0.0	0.323	0.96	0.9705550076602648
SEC61B	SEC11C	0.0	0.919	0.0	0.9119259830310728
SEC61B	RPL38	0.0	0.295	0.96	0.9693371940922993
SEC61B	RPS9	0.0	0.158	0.971	0.9734494895512682
SEC61B	RPL37A	0.0	0.326	0.96	0.9706854876854039
SEC61B	RPS10-NUDT3	0.0	0.107	0.959	0.960189456996502
SEC61B	SEC63	0.0	0.427	0.865	0.9158893137946744
SEC61B	RPL35A	0.0	0.355	0.96	0.9719467945950824
SEC61B	RPS23	0.0	0.231	0.96	0.9665536202226641
SEC61B	RPL36A	0.0	0.442	0.956	0.9733037868565296
SEC61B	RPL32	0.0	0.283	0.96	0.9688152739917428
SEC61B	RPS7	0.0	0.163	0.96	0.9635960729861767
SEC61B	SSR3	0.0	0.919	0.0	0.9119259830310728
SEC61B	RPS25	0.0	0.26	0.96	0.9678149271323426
SEC61B	RPS14	0.0	0.206	0.96	0.9654662866798379
SEC61B	RPL5	0.0	0.247	0.797	0.8337912819771203
SEC61B	RPL15	0.0	0.147	0.96	0.9629001795187679
SEC61B	RPS16	0.0	0.269	0.96	0.96820636720776
SEC61B	RPS12	0.0	0.257	0.96	0.9676844471072035
SEC61B	RPS20	0.0	0.356	0.809	0.8662536248981983
SEC61B	RPL22	0.0	0.269	0.96	0.96820636720776
SEC61B	RPS21	0.0	0.39	0.96	0.9734690615550392
SEC61B	RPLP0	0.0	0.185	0.96	0.9645529265038638
SEC61B	RPL14	0.0	0.232	0.809	0.8405012172699012
SEC61B	RPL12	0.0	0.162	0.96	0.9635525796444636
SEC61B	RPL9	0.0	0.211	0.96	0.9656837533884032
SEC61B	RPS8	0.0	0.22	0.96	0.9660751934638205
SEC61B	RPS27	0.0	0.311	0.96	0.9700330875597082
SEC61B	UBA52	0.0	0.143	0.96	0.9627262061519156
SEC61B	RPS10	0.0	0.204	0.958	0.9636482649962324
SEC61B	RPL18	0.0	0.145	0.809	0.8224329957887572
SEC61B	SSR4	0.0	0.922	0.0	0.9151879836595516
SEC61B	LTN1	0.0	0.0	0.859	0.8466859704614969
SEC61B	RPL19	0.0	0.226	0.96	0.9663361535140989
SEC61B	RPN1	0.0	0.104	0.96	0.9610299658251067
SEC61B	RPL26	0.0	0.325	0.96	0.9706419943436909
SEC61B	RPS26	0.0	0.177	0.96	0.9642049797701594
SEC61B	RPL37	0.0	0.207	0.96	0.965509780021551
SEC61B	SERP2	0.0	0.822	0.0	0.8064546293769251
SEC61B	RPS19	0.0	0.298	0.96	0.9694676741174385
SEC61B	OSTC	0.0	0.382	0.809	0.8716533232718736
SEC61B	RPL29	0.0	0.517	0.731	0.8587260147812122
SEC61B	SEC61A2	0.0	0.729	0.8	0.9410665219788166
SEC61B	RPS5	0.0	0.198	0.96	0.9651183399461335
SEC61B	RPS11	0.0	0.236	0.96	0.9667710869312294
SEC61B	RPL6	0.0	0.232	0.77	0.8079334029951689
SEC61B	RPL17-C18orf32	0.0	0.124	0.956	0.9580898159253045
C5	C6	0.0	0.116	0.87	0.875043629258406
EDF1	PTGES3	0.0	0.836	0.0	0.821677298976493
EDF1	STIP1	0.0	0.894	0.0	0.8847426444604162
SETX	CDC5L	0.0	0.103	0.98	0.9804932362416968
SETX	NIPBL	0.0	0.833	0.056	0.8285840416405253
C8G	C8B	0.0	0.18	0.8	0.821677298976493
C8G	C8A	0.0	0.165	0.87	0.8819699439262092
SFXN3	ACAT1	0.0	0.0	0.854	0.8412493027473656
SFXN3	UQCRQ	0.0	0.065	0.809	0.805818539254372
STN1	MED24	0.0	0.0	0.993	0.9923886652002162
STN1	RCOR1	0.0	0.0	0.993	0.9923886652002162
STN1	MED30	0.0	0.0	0.993	0.9923886652002162
STN1	MED16	0.0	0.0	0.993	0.9923886652002162
STN1	MED25	0.0	0.0	0.993	0.9923886652002162
STN1	MED23	0.0	0.0	0.993	0.9923886652002162
STN1	MED14	0.0	0.0	0.993	0.9923886652002162
STN1	MED29	0.0	0.0	0.993	0.9923886652002162
STN1	MED6	0.0	0.063	0.993	0.9928681792926025
STN1	MED1	0.0	0.0	0.993	0.9923886652002162
STN1	MED8	0.0	0.0	0.993	0.9923886652002162
STN1	TEN1	0.0	0.0	0.936	0.9304106532591193
STN1	MED27	0.0	0.0	0.993	0.9923886652002162
STN1	MED13	0.0	0.0	0.993	0.9923886652002162
STN1	MED4	0.0	0.0	0.993	0.9923886652002162
STN1	MED17	0.0	0.0	0.993	0.9923886652002162
STN1	MED12	0.0	0.0	0.993	0.9923886652002162
PPIF	MRRF	0.0	0.063	0.818	0.8145726616076661
PPIF	SUGP1	0.0	0.049	0.818	0.8118021357405447
PPIF	FKBP1A	0.0	0.147	0.813	0.8265583392502399
PPIF	MRPL53	0.0	0.0	0.817	0.8010179616627938
PPIF	NABP2	0.0	0.049	0.819	0.8128361899397724
MPO	CP	0.0	0.049	0.87	0.8655729541003891
DHX33	IMP3	0.0	0.648	0.692	0.8821156466209479
DHX33	DDX10	0.0	0.879	0.157	0.8890887166310928
DHX33	WDR36	0.0	0.764	0.692	0.9209638994390446
DHX33	DDX49	0.0	0.837	0.692	0.9454115068159503
DHX33	DDX27	0.0	0.852	0.157	0.8643399178628242
DHX33	IMP4	0.0	0.68	0.692	0.8928324060190436
DHX33	WDR3	0.0	0.835	0.0	0.8205899654336667
DHX33	RPF2	0.0	0.828	0.073	0.8266311905976094
DHX33	MPHOSPH10	0.0	0.482	0.692	0.8265224572433267
DHX33	PINX1	0.0	0.43	0.692	0.8091077232214213
DHX33	DDX54	0.0	0.847	0.157	0.8597568069798114
DHX33	WDR18	0.0	0.823	0.05	0.8171648647737639
DHX33	DHX37	0.0	0.683	0.692	0.893837102212615
DHX33	UTP3	0.0	0.485	0.692	0.8275271534368982
DHX33	UTP25	0.0	0.831	0.692	0.9434021144288073
DHX33	GNL2	0.0	0.839	0.05	0.8336923346247231
DHX33	NOC3L	0.0	0.846	0.0	0.8325506344047555
DHX33	EIF4A3	0.0	0.747	0.692	0.9152706210088063
DHX33	FTSJ3	0.0	0.85	0.05	0.8450549701472576
DHX33	DDX24	0.0	0.85	0.157	0.8625066735096191
DHX33	BMS1	0.0	0.833	0.157	0.8469240965073759
DHX33	RBM19	0.0	0.817	0.131	0.8270846086849678
DHX33	RRP9	0.0	0.732	0.692	0.910247140040949
DHX33	PWP1	0.0	0.849	0.0	0.8358126350332343
DHX33	UTP18	0.0	0.798	0.692	0.9323504562995212
DHX33	UTP23	0.0	0.834	0.0	0.8195026318908404
DHX33	SDAD1	0.0	0.852	0.0	0.839074635661713
DHX33	DHX15	0.0	0.81	0.692	0.9363692410738071
DHX33	TBL3	0.0	0.852	0.057	0.8482473814289955
DHX33	UTP15	0.0	0.851	0.052	0.8464119624087048
DHX33	UTP6	0.0	0.845	0.692	0.9480906966654742
DHX33	BYSL	0.0	0.851	0.692	0.9501000890526171
DHX33	MTREX	0.0	0.82	0.064	0.8168060447046311
DHX33	TSR1	0.0	0.842	0.0	0.8282013002334505
DHX33	DDX31	0.0	0.848	0.157	0.8606734291564139
DHX33	AATF	0.0	0.821	0.061	0.8172398907882189
DHX33	DDX52	0.0	0.852	0.0	0.839074635661713
DHX33	TEX10	0.0	0.844	0.0	0.830375967319103
DHX33	HEATR1	0.0	0.824	0.052	0.8185805730465237
DHX33	GTPBP4	0.0	0.829	0.052	0.8237345340395201
DHX33	RRP12	0.0	0.827	0.112	0.8329594718168583
DHX33	NOM1	0.0	0.848	0.692	0.9490953928590457
DHX33	RBM28	0.0	0.845	0.08	0.8449462367929749
DHX33	DDX56	0.0	0.844	0.157	0.8570069404500038
DHX33	LTV1	0.0	0.821	0.0	0.8053672958340989
DHX33	NOP14	0.0	0.849	0.692	0.9494302915902362
DHX33	WDR43	0.0	0.836	0.692	0.9450766080847598
DHX33	PES1	0.0	0.841	0.0	0.8271139666906242
DHX33	NAT10	0.0	0.846	0.052	0.8412580014157082
DHX33	NMD3	0.0	0.817	0.0	0.8010179616627938
DHX33	NGDN	0.0	0.674	0.692	0.8908230136319006
DHX33	DDX18	0.0	0.807	0.157	0.8230919199157098
DHX33	NOL10	0.0	0.853	0.0	0.8401619692045393
DHX33	NLE1	0.0	0.812	0.052	0.8062110666633322
UTP18	TBL3	0.0	0.888	0.798	0.9754001659270987
UTP18	UTP15	0.0	0.896	0.798	0.9771572969323059
UTP18	IMP3	0.0	0.811	0.798	0.958487780001979
UTP18	POLR1B	0.0	0.873	0.0	0.8619086400610645
UTP18	WDR46	0.0	0.924	0.784	0.9821503325609641
UTP18	UTP6	0.0	0.91	0.798	0.9802322761914186
UTP18	DDX10	0.0	0.861	0.692	0.953449076364522
UTP18	PNO1	0.0	0.886	0.792	0.9742171470325037
UTP18	PAK1IP1	0.0	0.832	0.0	0.8173279648051878
UTP18	BYSL	0.0	0.889	0.651	0.9578777858844535
UTP18	MAK16	0.0	0.881	0.0	0.8706073084036748
UTP18	RRS1	0.0	0.876	0.0	0.8651706406895435
UTP18	POLR1A	0.0	0.854	0.0	0.8412493027473656
UTP18	ABT1	0.0	0.659	0.692	0.8857995326640432
UTP18	WDR36	0.0	0.891	0.798	0.9760590900540513
UTP18	WDR12	0.0	0.91	0.0	0.9021399811456364
UTP18	RCL1	0.0	0.72	0.784	0.9342380673298676
UTP18	DDX49	0.0	0.929	0.171	0.9360006350027891
UTP18	DCAF13	0.0	0.919	0.784	0.9809760123347117
UTP18	UTP4	0.0	0.895	0.798	0.976937655556655
UTP18	DDX27	0.0	0.86	0.171	0.873804069019584
UTP18	IMP4	0.0	0.869	0.784	0.9692328100721881
UTP18	WDR75	0.0	0.891	0.789	0.9749924158485388
UTP18	MTREX	0.0	0.845	0.0	0.8314633008619292
UTP18	RSL1D1	0.0	0.846	0.795	0.9656728800529749
UTP18	FP565260.1	0.0	0.693	0.742	0.913876659406903
UTP18	WDR3	0.0	0.899	0.798	0.9778162210592586
UTP18	NOC2L	0.0	0.895	0.0	0.8858299780032425
UTP18	RPF2	0.0	0.893	0.0	0.8836553109175899
UTP18	PDCD11	0.0	0.86	0.699	0.9541797645053013
UTP18	FCF1	0.0	0.328	0.784	0.8421713615916824
UTP18	TTC27	0.0	0.859	0.0	0.8466859704614969
UTP18	EBNA1BP2	0.0	0.878	0.0	0.8673453077751959
UTP18	NIFK	0.0	0.835	0.115	0.841222119408795
UTP18	TWISTNB	0.0	0.85	0.0	0.8368999685760606
UTP18	MPHOSPH10	0.0	0.85	0.96	0.9934759987430424
UTP18	TSR1	0.0	0.875	0.0	0.8640833071467172
UTP18	KRI1	0.0	0.845	0.0	0.8314633008619292
UTP18	DDX31	0.0	0.872	0.171	0.8846208631036196
UTP18	UTP11	0.0	0.834	0.79	0.9620955526970765
UTP18	NOP56	0.0	0.865	0.866	0.980330136210273
UTP18	PWP2	0.0	0.724	0.742	0.9225731530824275
UTP18	AATF	0.0	0.863	0.084	0.8635483390436466
UTP18	POLR1E	0.0	0.836	0.0	0.821677298976493
UTP18	NHP2	0.0	0.727	0.372	0.8135831880836942
UTP18	PUM3	0.0	0.89	0.0	0.8803933102891112
UTP18	NOP9	0.0	0.847	0.13	0.8552650321143961
UTP18	UTP14C	0.0	0.793	0.735	0.9403543185082655
UTP18	RPS13	0.0	0.17	0.784	0.8050628424421077
UTP18	DDX52	0.0	0.848	0.0	0.834725301490408
UTP18	DDX54	0.0	0.844	0.171	0.8593816769075364
UTP18	NIP7	0.0	0.858	0.0	0.8455986369186707
UTP18	WDR18	0.0	0.838	0.0	0.8238519660621454
UTP18	TEX10	0.0	0.85	0.0	0.8368999685760606
UTP18	FBL	0.0	0.767	0.814	0.9528771389209953
UTP18	RPS9	0.0	0.26	0.769	0.8141312041892786
UTP18	HEATR1	0.0	0.905	0.797	0.9790307726265954
UTP18	GTPBP4	0.0	0.888	0.0	0.8782186432034587
UTP18	DHX37	0.0	0.846	0.187	0.8638636657710663
UTP18	BOP1	0.0	0.896	0.0	0.8869173115460687
UTP18	EMG1	0.0	0.877	0.784	0.971111722434192
UTP18	RTCA	0.0	0.71	0.734	0.9161230905063822
UTP18	TRMT6	0.0	0.838	0.0	0.8238519660621454
UTP18	NSA2	0.0	0.734	0.579	0.8782338658730582
UTP18	UTP3	0.0	0.802	0.798	0.9565110076211208
UTP18	UTP25	0.0	0.856	0.144	0.8659709181770635
UTP18	NOP58	0.0	0.885	0.798	0.9747412418001459
UTP18	MRTO4	0.0	0.875	0.0	0.8640833071467172
UTP18	DDX55	0.0	0.921	0.171	0.9287894389467652
UTP18	RRP12	0.0	0.87	0.0	0.8586466394325858
UTP18	NOM1	0.0	0.545	0.692	0.8476210773083275
UTP18	GNL2	0.0	0.845	0.0	0.8314633008619292
UTP18	NOL6	0.0	0.865	0.788	0.9688805140043123
UTP18	NOC3L	0.0	0.864	0.0	0.8521226381756283
UTP18	RBM28	0.0	0.857	0.0	0.8445113033758445
UTP18	DDX56	0.0	0.855	0.171	0.869297071484569
UTP18	UTP14A	0.0	0.804	0.735	0.9435238957856039
UTP18	RPS7	0.0	0.208	0.769	0.8010701536728496
UTP18	SNU13	0.0	0.314	0.784	0.8388832649581757
UTP18	WDR74	0.0	0.83	0.0	0.8151532977195354
UTP18	FTSJ3	0.0	0.892	0.0	0.8825679773747637
UTP18	DHX33	0.0	0.798	0.692	0.9323504562995212
UTP18	DDX24	0.0	0.844	0.171	0.8593816769075364
UTP18	NOB1	0.0	0.852	0.0	0.839074635661713
UTP18	NOP14	0.0	0.87	0.798	0.9714466211653823
UTP18	ESF1	0.0	0.856	0.692	0.9517745827085695
UTP18	BMS1	0.0	0.863	0.79	0.9687174139728885
UTP18	KRR1	0.0	0.664	0.798	0.9262004977812959
UTP18	FP565260.2	0.0	0.668	0.734	0.903975400165927
UTP18	WDR43	0.0	0.904	0.666	0.9651357372828188
UTP18	RPS8	0.0	0.319	0.782	0.8385766368990988
UTP18	RBM19	0.0	0.837	0.384	0.8908230136319006
UTP18	RPF1	0.0	0.892	0.573	0.9498565263390242
UTP18	PES1	0.0	0.866	0.0	0.8542973052612808
UTP18	RRP7A	0.0	0.49	0.783	0.8796647968154175
UTP18	NAT10	0.0	0.881	0.798	0.9738626762975423
UTP18	RRP9	0.0	0.921	0.784	0.9814457404252127
UTP18	PWP1	0.0	0.886	0.0	0.876043976117806
UTP18	NMD3	0.0	0.868	0.0	0.8564719723469333
UTP18	FBLL1	0.0	0.737	0.736	0.9245042574544869
UTP18	NGDN	0.0	0.901	0.788	0.9771790436031624
UTP18	DDX18	0.0	0.835	0.171	0.8512690813445097
UTP18	NOL10	0.0	0.883	0.651	0.9556009094457752
UTP18	MRPS7	0.0	0.327	0.733	0.804615948356006
UTP18	NOC4L	0.0	0.88	0.788	0.9723382346704998
UTP18	UTP23	0.0	0.811	0.573	0.9122489210932921
UTP18	SDAD1	0.0	0.887	0.0	0.8771313096606324
UTP18	NLE1	0.0	0.884	0.0	0.8738693090321535
UTP18	NOP2	0.0	0.848	0.0	0.834725301490408
UTP18	GRWD1	0.0	0.888	0.0	0.8782186432034587
UTP18	CEBPZ	0.0	0.841	0.0	0.8271139666906242
UTP18	BRIX1	0.0	0.895	0.0	0.8858299780032425
UTP18	DNTTIP2	0.0	0.636	0.779	0.9125305404808841
UTP18	DHX15	0.0	0.872	0.187	0.8868477221993278
UTP18	GMPS	0.0	0.836	0.0	0.821677298976493
UTP18	MYBBP1A	0.0	0.873	0.0	0.8619086400610645
UTP18	RPS5	0.0	0.336	0.784	0.8440502739536861
UTP18	NVL	0.0	0.846	0.0	0.8325506344047555
NUFIP2	G3BP1	0.0	0.056	0.823	0.8183196129962453
NUFIP2	ATXN2L	0.0	0.086	0.855	0.8558956855692353
NUFIP2	G3BP2	0.0	0.091	0.818	0.8201137133419087
RPL19	RPL28	0.0	0.993	0.964	0.9997259919472078
RPL19	RPS18	0.0	0.994	0.991	0.9999412839886874
RPL19	RPLP2	0.0	0.986	0.991	0.999862995973604
RPL19	IMP3	0.0	0.676	0.709	0.8974818442481687
RPL19	RPS4X	0.295	0.996	0.992	0.9999754697552737
RPL19	MRPS10	0.0	0.611	0.713	0.8786068212782474
RPL19	RPL13	0.0	0.995	0.991	0.9999510699905728
RPL19	RPS17	0.0	0.985	0.991	0.9998532099717184
RPL19	SEC61A1	0.0	0.106	0.821	0.8259983624756845
RPL19	RPS28	0.0	0.993	0.989	0.9999162753172024
RPL19	RPS3	0.295	0.996	0.962	0.9998834813375508
RPL19	ETF1	0.0	0.381	0.96	0.9730776214796217
RPL19	MRPS14	0.219	0.578	0.712	0.8967907176510116
RPL19	RPL18A	0.0	0.996	0.992	0.9999652053266296
RPL19	RPL34	0.295	0.993	0.991	0.9999517060806954
RPL19	RPL39	0.0	0.942	0.96	0.9974773861806431
RPL19	RPL7	0.167	0.993	0.992	0.9999492780648942
RPL19	RACK1	0.0	0.993	0.98	0.9998477733040043
RPL19	PLEC	0.0	0.602	0.732	0.8840206549879795
RPL19	RPL36A-HNRNPH2	0.0	0.723	0.791	0.9370509992051592
RPL19	RPS3A	0.0	0.995	0.992	0.999956506658287
RPL19	RPL11	0.295	0.997	0.992	0.9999816023164554
RPL19	MRPL11	0.0	0.658	0.709	0.8917863911508446
RPL19	SEC61G	0.0	0.179	0.792	0.8143182255586447
RPL19	RPL3	0.185	0.995	0.989	0.9999512602739429
RPL19	EIF6	0.0	0.248	0.771	0.8127524652569749
RPL19	RPL10	0.0	0.991	0.973	0.9997357779490932
RPL19	RPL27	0.178	0.997	0.992	0.9999785490838672
RPL19	RSL24D1	0.0	0.658	0.709	0.8917863911508446
RPL19	RPL7A	0.0	0.995	0.991	0.9999510699905728
RPL19	ABCE1	0.0	0.27	0.96	0.9682498605494732
RPL19	RPL21	0.0	0.993	0.994	0.9999543319912013
RPL19	RPL31	0.0	0.992	0.962	0.9996694506029807
RPL19	MRPS11	0.0	0.589	0.709	0.8699538209444361
RPL19	MRPL15	0.219	0.648	0.709	0.9130139776726931
RPL19	HBS1L	0.0	0.15	0.883	0.8918646791659282
RPL19	UBB	0.0	0.723	0.355	0.8057315525709456
RPL19	EEF1A2	0.0	0.188	0.8	0.823417032645015
RPL19	RPL36AL	0.0	0.802	0.791	0.9550039633307636
RPL19	RPL24	0.0	0.987	0.991	0.9998727819754892
RPL19	NIFK	0.0	0.154	0.943	0.9475666018978319
RPL19	PELO	0.0	0.043	0.877	0.8720088813403778
RPL19	RPSA	0.0	0.985	0.991	0.9998532099717184
RPL19	RPS29	0.219	0.997	0.964	0.9999082855903297
RPL19	MRPL24	0.185	0.541	0.602	0.8381114429894714
RPL19	RPL26L1	0.185	0.828	0.808	0.97073489612159
RPL19	SERBP1	0.0	0.413	0.944	0.9642571717802151
RPL19	RPL27A	0.219	0.995	0.991	0.9999617856626373
RPL19	FAU	0.0	0.98	0.96	0.999130133165739
RPL19	RPL23A	0.295	0.997	0.991	0.9999793026060123
